assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
744783,157253,Malpolon insignitus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PSAMMOPHIIDAE,Malpolon,insignitus,,,,"(Geoffroy Saint-Hilaire, 1827)",Least Concern,,3.1,Stable,Global
745071,157256,Natrix tessellata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Natrix,tessellata,,,,"(Laurenti, 1768)",Least Concern,,3.1,Decreasing,Global
745511,157260,Eremias arguta,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Eremias,arguta,,,,"(Pallas, 1773)",Least Concern,,3.1,Stable,Global
745759,157263,Pseudopus apodus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Pseudopus,apodus,,,,"(Pallas, 1775)",Least Concern,,3.1,Stable,Global
746010,157265,Elaphe sauromates,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Elaphe,sauromates,,,,"(Pallas, 1811)",Least Concern,,3.1,Unknown,Global
746211,157267,Dolichophis caspius,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dolichophis,caspius,,,,"(Gmelin, 1789)",Least Concern,,3.1,Unknown,Global
746934,157270,Hemorrhois nummifer,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Hemorrhois,nummifer,,,,"(Reuss, 1834)",Least Concern,,3.1,Unknown,Global
747133,157273,Chamaeleo africanus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CHAMAELEONIDAE,Chamaeleo,africanus,,,,"Laurenti, 1768",Least Concern,,3.1,Stable,Global
747386,157274,Xerotyphlops vermicularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TYPHLOPIDAE,Xerotyphlops,vermicularis,,,,"(Merrem, 1820)",Least Concern,,3.1,Stable,Global
748060,157279,Ophisops elegans,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Ophisops,elegans,,,,"Ménétries, 1832",Least Concern,,3.1,Stable,Global
748508,157283,Chalcides ocellatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Chalcides,ocellatus,,,,"(Forskål, 1775)",Least Concern,,3.1,Stable,Global
748852,157284,Coronella austriaca,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Coronella,austriaca,,,,"Laurenti, 1768",Least Concern,,3.1,Decreasing,Global
749241,157285,Hemorrhois ravergieri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Hemorrhois,ravergieri,,,,"(Ménétries, 1832)",Least Concern,,3.1,Stable,Global
749921,157294,Dolichophis jugularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dolichophis,jugularis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
794203,15918,Palea steindachneri,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Palea,steindachneri,,,,"(Siebenrock, 1906)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
1065571,164667,Mesalina olivieri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Mesalina,olivieri,,,,"(Audouin, 1829)",Least Concern,,3.1,Stable,Global
1067033,164681,Calotes versicolor,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,AGAMIDAE,Calotes,versicolor,,,,"(Daudin, 1802)",Least Concern,,3.1,Stable,Global
1072727,164748,Cyrtopodion scabrum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Cyrtopodion,scabrum,,,,"(Heyden, 1827)",Least Concern,,3.1,Stable,Global
1077288,16503,Pelochelys bibroni,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Pelochelys,bibroni,,,,"(Owen, 1853)",Vulnerable,A2d+4d,3.1,Unknown,Global
1306343,17026,Phocarctos hookeri,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Phocarctos,hookeri,,,,"(Gray, 1844)",Endangered,A4bd,3.1,Decreasing,Global
1348302,172593,Lepidodactylus lugubris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Lepidodactylus,lugubris,,,,"(Duméril &amp; Bibron, 1836)",Least Concern,,3.1,Unknown,Global
1363221,172668,Gehyra mutilata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Gehyra,mutilata,,,,"(Wiegmann, 1834)",Least Concern,,3.1,Stable,Global
1370555,172704,Indotyphlops braminus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TYPHLOPIDAE,Indotyphlops,braminus,,,,"(Daudin, 1803)",Least Concern,,3.1,Increasing,Global
1373683,172716,Hemiphyllodactylus typus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemiphyllodactylus,typus,,,,"Bleeker, 1860",Least Concern,,3.1,Stable,Global
1414553,174478,Ctenosaura pectinata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,IGUANIDAE,Ctenosaura,pectinata,,,,"(Wiegmann, 1834)",Least Concern,,3.1,Decreasing,Global
1434103,99156022,Hemidactylus frenatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemidactylus,frenatus,,,,"Schlegel in Duméril &amp; Bibron, 1836",Least Concern,,3.1,Stable,Global
1434684,176155,Emoia cyanura,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Emoia,cyanura,,,,"(Lesson, 1830)",Least Concern,,3.1,Decreasing,Global
1434934,176157,Hemidactylus garnotii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemidactylus,garnotii,,,,"Duméril &amp; Bibron, 1836",Least Concern,,3.1,Stable,Global
1437838,176306,Chamaeleo calyptratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CHAMAELEONIDAE,Chamaeleo,calyptratus,,,,"Duméril &amp; Bibron in Duméril &amp; Duméril, 1851",Least Concern,,3.1,Stable,Global
1445157,116827083,Dendrelaphis calligaster,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dendrelaphis,calligaster,,,,"(Günther, 1867)",Least Concern,,3.1,Stable,Global
1446031,116813025,Dendrelaphis punctulatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dendrelaphis,punctulatus,,,,"(Gray, 1826)",Least Concern,,3.1,Stable,Global
1489667,177501,Morelia amethistina,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PYTHONIDAE,Morelia,amethistina,,,,"(Schneider, 1801)",Least Concern,,3.1,Stable,Global
1533318,200972722,Varanus indicus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,VARANIDAE,Varanus,indicus,,,,"(Daudin, 1802)",Least Concern,,3.1,Unknown,Global
1733182,183197,Hemorrhois algirus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Hemorrhois,algirus,,,,"(Jan, 1863)",Least Concern,,3.1,Stable,Global
1737167,18338,Prolagus sardus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,PROLAGIDAE,Prolagus,sardus,,,,"(Wagner, 1832)",Extinct,,3.1,,"Global, Europe & Mediterranean"
1956366,1907,Apodemus alpicola,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Apodemus,alpicola,,,,"Heinrich, 1952",Least Concern,,3.1,Unknown,Global & Europe
2370621,194975,Dipsosaurus dorsalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,IGUANIDAE,Dipsosaurus,dorsalis,,,,"(Baird &amp; Girard, 1852)",Least Concern,,3.1,Unknown,Global
2376842,195295,Eutropis multifasciata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Eutropis,multifasciata,,,,"(Kuhl, 1820)",Least Concern,,3.1,Stable,Global
2377107,195297,Subdoluseps bowringii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Subdoluseps,bowringii,,,,"(Günther, 1864)",Least Concern,,3.1,Stable,Global
2378260,195309,Gekko gecko,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Gekko,gecko,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
2379075,195316,Emoia atrocostata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Emoia,atrocostata,,,,"(Lesson, 1830)",Least Concern,,3.1,Stable,Global
2460107,196562,Boiga irregularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Boiga,irregularis,,,,"(Bechstein, 1802)",Least Concern,,3.1,Stable,Global
2467942,196626,Eugongylus rufescens,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Eugongylus,rufescens,,,,"(Shaw, 1802)",Least Concern,,3.1,Stable,Global
2468433,196630,Ornithuroscincus noctua,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Ornithuroscincus,noctua,,,,"(Lesson, 1830)",Least Concern,,3.1,Stable,Global
2477783,196915,Hemidactylus mabouia,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Hemidactylus,mabouia,,,,"(Moreau de Jonnès, 1818)",Least Concern,,3.1,Stable,Global
2483850,197440,Anolis cristatellus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,cristatellus,,,,"Duméril &amp; Bibron, 1837",Least Concern,,3.1,Stable,Global
2484119,197443,Anolis sagrei,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,sagrei,,,,"Duméril &amp; Bibron, 1837",Least Concern,,3.1,Stable,Global
2484536,197447,Anolis allisoni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,allisoni,,,,"Barbour, 1928",Least Concern,,3.1,Increasing,Global
2485788,197460,Basiliscus vittatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CORYTOPHANIDAE,Basiliscus,vittatus,,,,"Wiegmann, 1828",Least Concern,,3.1,Stable,Global
2488545,197481,Drymobius margaritiferus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymobius,margaritiferus,,,,"(Schlegel, 1837)",Least Concern,,3.1,Stable,Global
2490171,197493,Lampropeltis triangulum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Lampropeltis,triangulum,,,,"(Lacépède, 1789)",Least Concern,,3.1,Stable,Global
2490931,197498,Leptodeira septentrionalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Leptodeira,septentrionalis,,,,"Kennicott, 1859",Least Concern,,3.1,Stable,Global
2523934,198390,Oxybelis aeneus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oxybelis,aeneus,,,,"(Wagler, 1824)",Least Concern,,3.1,Stable,Global
2525951,198414,Sceloporus variabilis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHRYNOSOMATIDAE,Sceloporus,variabilis,,,,"Wiegmann, 1834",Least Concern,,3.1,Stable,Global
2526550,198439,Sphaerodactylus argus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Sphaerodactylus,argus,,,,"Gosse, 1850",Least Concern,,3.1,Stable,Global
2528664,198519,Tarentola annularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHYLLODACTYLIDAE,Tarentola,annularis,,,,"(Geoffroy de St-Hilaire, 1827)",Least Concern,,3.1,Stable,Global
2529116,198521,Thamnophis marcianus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Thamnophis,marcianus,,,,"(Baird &amp; Girard, 1853)",Least Concern,,3.1,Unknown,Global
2529292,198522,Thamnophis proximus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Thamnophis,proximus,,,,"(Say, 1823)",Least Concern,,3.1,Stable,Global
2529469,198523,Trachylepis quinquetaeniata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Trachylepis,quinquetaeniata,,,,"(Lichtenstein, 1823)",Least Concern,,3.1,Stable,Global
2531945,198539,Varanus niloticus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,VARANIDAE,Varanus,niloticus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2714680,201750,Gehyra insulensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Gehyra,insulensis,,,,"(Girard, 1857)",Least Concern,,3.1,Stable,Global
2761608,203180,Ameiva ameiva,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,ameiva,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2764112,203333,Trimorphodon lambda,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Trimorphodon,lambda,,,,"Cope, 1886",Least Concern,,3.1,Stable,Global
2764119,203334,Trimorphodon lyrophanes,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Trimorphodon,lyrophanes,,,,"(Cope, 1860)",Least Concern,,3.1,Stable,Global
2768778,203567,Pantherophis ramspotti,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Pantherophis,ramspotti,,,,"Crother, White, Savage, Eckstut, Graham &amp; Gardner, 2011",Least Concern,,3.1,Stable,Global
2771971,203881,Anolis distichus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,distichus,,,,"Cope, 1861",Least Concern,,3.1,Stable,Global
2771981,203882,Anolis equestris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,equestris,,,,"Merrem, 1820",Least Concern,,3.1,Unknown,Global
2771991,203883,Anolis extremus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,extremus,,,,"Garman, 1887",Least Concern,,3.1,Unknown,Global
2772001,203884,Anolis garmani,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,garmani,,,,"Stejneger, 1899",Least Concern,,3.1,Stable,Global
2772031,203887,Anolis porcatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,porcatus,,,,"Gray, 1840",Least Concern,,3.1,Stable,Global
2772051,203889,Anolis trinitatis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,trinitatis,,,,"Reinhardt &amp; Lütken, 1862",Least Concern,,3.1,Stable,Global
2772233,20411,Sorex samniticus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,samniticus,,,,"Altobello, 1926",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2789048,269,Acomys minous,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Acomys,minous,,,,"Bate, 1906",Data Deficient,,3.1,Unknown,"Global, Europe & Mediterranean"
2791303,29650,Erinaceus europaeus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,ERINACEIDAE,Erinaceus,europaeus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global & Europe
2791535,29655,Crocidura sicula,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,sicula,,,,"Miller, 1900",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2792030,29663,Sorex coronatus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,coronatus,,,,"Millet, 1828",Least Concern,,3.1,Stable,Global & Europe
2792173,29664,Sorex granarius,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,granarius,,,,"Miller, 1910",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2884984,3898,Carettochelys insculpta,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CARETTOCHELYIDAE,Carettochelys,insculpta,,,,"Ramsay, 1886",Endangered,A2bd+4bd,3.1,Decreasing,Global
2896811,39315,Microtus gerbei,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,gerbei,,,,"(Gerbe, 1879)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2952954,41305,Lepus corsicanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,corsicanus,,,,"de Winton, 1898",Vulnerable,A2bcde,3.1,Decreasing,"Global, Europe & Mediterranean"
2953195,41306,Lepus granatensis,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,granatensis,,,,"Rosenhauer, 1856",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2953438,41479,Talpa caeca,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,caeca,,,,"Savi, 1822",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
2953593,41483,Talpa occidentalis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,occidentalis,,,,"Cabrera, 1907",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2953688,41484,Talpa romana,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,romana,,,,"Thomas, 1902",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
2953771,41485,Talpa stankovici,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,stankovici,,,,"V. Martino &amp; E. Martino, 1931",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
3009637,46583,Alligator mississippiensis,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Alligator,mississippiensis,,,,"(Daudin, 1802)",Least Concern,,3.1,Increasing,Global
3009688,46584,Caiman crocodilus,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,ALLIGATORIDAE,Caiman,crocodilus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
3010118,46589,Crocodylus johnstoni,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,CROCODYLIDAE,Crocodylus,johnstoni,,,,"Krefft, 1873",Least Concern,,3.1,Stable,Global
3024941,55174,Dendrobates auratus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Dendrobates,auratus,,,,"(Girard, 1855)",Least Concern,,3.1,Decreasing,Global
3031266,5560,Crocidura canariensis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,canariensis,,,,"Hutterer, López-Jurado, &amp; Vogel, 1987",Endangered,"B1ab(i,iii)",3.1,Decreasing,Global & Europe
3032751,55811,Osteopilus septentrionalis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Osteopilus,septentrionalis,,,,"(Duméril &amp; Bibron, 1841)",Least Concern,,3.1,Increasing,Global
3041672,56522,Eleutherodactylus coqui,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Eleutherodactylus,coqui,,,,"Thomas, 1966",Least Concern,,3.1,Increasing,Global
3047556,5668,Crocodylus porosus,ANIMALIA,CHORDATA,CROCODYLIA,REPTILIA,CROCODYLIDAE,Crocodylus,porosus,,,,"Schneider, 1801",Least Concern,,3.1,Stable,Global
3066881,110466172,Xenopus laevis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PIPIDAE,Xenopus,laevis,,,,"(Daudin, 1802)",Least Concern,,3.1,Increasing,Global
3128579,63748,Coluber constrictor,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Coluber,constrictor,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
3128696,63750,Coniophanes imperialis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Coniophanes,imperialis,,,,"(Baird &amp; Girard, 1859)",Least Concern,,3.1,Stable,Global
3129309,63774,Drymarchon melanurus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymarchon,melanurus,,,,"(Dumeril, Bibron &amp; Dumeril, 1854)",Least Concern,,3.1,Stable,Global
3131331,63928,Storeria dekayi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Storeria,dekayi,,,,"(Holbrook, 1842)",Least Concern,,3.1,Stable,Global
3132338,63975,Thamnophis cyrtopsis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Thamnophis,cyrtopsis,,,,"(Kennicott, 1860)",Least Concern,,3.1,Stable,Global
3132881,64052,Sphaerodactylus notatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Sphaerodactylus,notatus,,,,"Baird, 1858",Least Concern,,3.1,Stable,Global
3150871,97246272,Gopherus agassizii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Gopherus,agassizii,,,,"(Cooper, 1861)",Critically Endangered,A2abce+4abce,3.1,Decreasing,Global
3192334,10304,Hydromantes brunus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Hydromantes,brunus,,,,"Gorman, 1954",Vulnerable,D2,3.1,Unknown,Global
3192713,10305,Hydromantes shastae,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Hydromantes,shastae,,,,"Gorman &amp; Camp, 1953",Vulnerable,D2,3.1,Stable,Global
3234573,1098,Ambystoma californiense,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,californiense,,,,"Gray, 1853",Vulnerable,A2c,3.1,Decreasing,Global
3236962,1099,Ambystoma cingulatum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,cingulatum,,,,"(Cope, 1867)",Vulnerable,A2c,3.1,Decreasing,Global
3251580,11113,Lacerta schreiberi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LACERTIDAE,Lacerta,schreiberi,,,,"Bedriaga, 1878",Near Threatened,,3.1,Decreasing,Global & Europe
